,label,source,path
693,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-01-02-12.wav
694,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-02-01-12.wav
695,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-02-02-12.wav
696,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-06-01-01-01-12.wav
697,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-06-01-01-02-12.wav
698,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-06-01-02-01-12.wav
699,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-06-01-02-02-12.wav
700,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-06-02-01-01-12.wav
701,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-06-02-01-02-12.wav
702,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-06-02-02-01-12.wav
703,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-06-02-02-02-12.wav
704,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-01-01-12.wav
705,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-01-02-12.wav
706,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-02-01-12.wav
707,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-02-02-12.wav
708,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-01-01-12.wav
709,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-01-02-12.wav
710,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-02-01-12.wav
711,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-02-02-12.wav
712,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-01-01-12.wav
713,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-01-02-12.wav
714,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-02-01-12.wav
715,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-02-02-12.wav
716,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-01-01-12.wav
717,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-01-02-12.wav
718,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-02-01-12.wav
719,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-02-02-12.wav
720,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-01-13.wav
721,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-02-13.wav
722,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-02-01-13.wav
723,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-02-02-13.wav
724,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-01-01-13.wav
725,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-01-02-13.wav
726,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-02-01-13.wav
727,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-02-02-13.wav
728,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-01-01-13.wav
729,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-01-02-13.wav
730,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-02-01-13.wav
731,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-02-02-13.wav
732,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-01-01-13.wav
733,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-01-02-13.wav
734,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-02-01-13.wav
735,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-02-02-13.wav
736,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-01-01-13.wav
737,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-01-02-13.wav
738,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-02-01-13.wav
739,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-02-02-13.wav
740,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-01-01-13.wav
741,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-01-02-13.wav
742,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-02-01-13.wav
743,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-02-02-13.wav
744,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-01-01-13.wav
745,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-01-02-13.wav
746,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-02-01-13.wav
747,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-02-02-13.wav
748,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-01-01-13.wav
749,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-01-02-13.wav
750,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-02-01-13.wav
751,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-02-02-13.wav
752,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-01-01-13.wav
753,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-01-02-13.wav
754,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-02-01-13.wav
755,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-02-02-13.wav
756,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-06-01-01-01-13.wav
757,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-06-01-01-02-13.wav
758,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-06-01-02-01-13.wav
759,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-06-01-02-02-13.wav
760,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-01-01-13.wav
761,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-01-02-13.wav
762,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-02-01-13.wav
763,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-02-02-13.wav
764,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-01-01-13.wav
765,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-01-02-13.wav
766,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-02-01-13.wav
767,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-02-02-13.wav
768,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-01-01-13.wav
769,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-01-02-13.wav
770,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-02-01-13.wav
771,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-02-02-13.wav
772,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-01-01-13.wav
773,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-01-02-13.wav
774,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-02-01-13.wav
775,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-02-02-13.wav
776,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-08-02-01-01-13.wav
777,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-08-02-01-02-13.wav
778,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-08-02-02-01-13.wav
779,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_13/03-01-08-02-02-02-13.wav
780,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-01-01-14.wav
781,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-01-02-14.wav
782,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-02-01-14.wav
783,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-02-02-14.wav
784,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-02-01-01-01-14.wav
785,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-02-01-01-02-14.wav
786,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-02-01-02-01-14.wav
787,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-02-01-02-02-14.wav
788,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-01-01-14.wav
789,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-01-02-14.wav
790,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-02-01-14.wav
791,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-02-02-14.wav
792,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-01-01-14.wav
793,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-01-02-14.wav
794,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-02-01-14.wav
795,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-02-02-14.wav
796,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-01-01-14.wav
797,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-01-02-14.wav
798,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-02-01-14.wav
799,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-02-02-14.wav
800,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-01-01-14.wav
801,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-01-02-14.wav
802,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-02-01-14.wav
803,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-02-02-14.wav
804,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-01-01-14.wav
805,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-01-02-14.wav
806,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-02-01-14.wav
807,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-02-02-14.wav
808,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-01-01-14.wav
809,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-01-02-14.wav
810,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-01-14.wav
811,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-02-14.wav
812,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-01-01-14.wav
813,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-01-02-14.wav
814,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-01-14.wav
815,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-02-14.wav
816,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-01-01-14.wav
817,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-01-02-14.wav
818,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-02-01-14.wav
819,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-02-02-14.wav
820,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-01-01-14.wav
821,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-01-02-14.wav
822,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-02-01-14.wav
823,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-02-02-14.wav
824,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-01-01-14.wav
825,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-01-02-14.wav
826,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-02-01-14.wav
827,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-02-02-14.wav
828,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-07-02-01-01-14.wav
829,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-07-02-01-02-14.wav
830,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-07-02-02-01-14.wav
831,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-07-02-02-02-14.wav
832,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-01-01-14.wav
833,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-01-02-14.wav
834,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-02-01-14.wav
835,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-02-02-14.wav
836,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-08-02-01-01-14.wav
837,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_14/03-01-08-02-01-02-14.wav
